name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;;Hg;mHg;volume_calculation_note;mass_calculation_note;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;Pb_MS;Ni_MS;Cu_MS;K_MS;Hg_MS;Co_MS;Rh_MS;Mn_MS;Os_MS;Mo_MS;Zn_MS;Al_MS;Cl_MS;Cd_MS;Ag_MS;Ca_MS;Pd_MS;Au_MS;S_MS;Ru_MS;Fe_MS;Ir_MS;Pt_MS;mPt_MS;mAg_MS;mZn_MS;mFe_MS;mRu_MS;mMo_MS;mRh_MS;mAu_MS;mAl_MS;mCa_MS;mCd_MS;mOs_MS;mPd_MS;mIr_MS;mK_MS;mHg_MS;mMn_MS;mS_MS;mCu_MS;mCl_MS;mCo_MS;mNi_MS;mPb_MS;Mg_AES;Ni_AES;Si_AES;Pb_AES;Fe_AES;Ca_AES;Sc_AES;Al_AES;Zn_AES;S_AES;Co_AES;Cd_AES;Cu_AES;Mn_AES;mMn_AES;mAl_AES;mS_AES;mCd_AES;mSc_AES;mCa_AES;mCo_AES;mSi_AES;mFe_AES;mNi_AES;mPb_AES;mZn_AES;mMg_AES;mCu_AES;flag_rebalance_volume;zero_sample_mass;flag_rebalance_mass;zero_V (ml);Valiq, ml
T2-10A2;54.425;0.2899;1.832;0.0151;0.247;0.0222;1207;43.8406;45.0833;0.3439;0;0;638;[];3;0;2026-03-13T14:10:21.935129;195.07;0.9626;0.0086;0;0;0;0;0;0;149.62;1.30376955;63.63;0;0;0;0;0;0;47.736;108.55;0.1573;0;11.9501;0.0077;0.0019;0.3351;1.034;13.7011;0.076;10.1607;5.787;1.4921;0.003;905.2;1.0471;2026-02-03T10:05:45.924551;T2-10C2;10;0.0004;0;62.7441984;0.841;0.0002;1.26524144;0.3246568;0;0;0;0;1586.4808;0;0;0;71.53622;0;0;59.25748952;0.0039432;0.00052576;1.1054104;0.0154;1.3590896;0.05;2026-02-15T15:31:44.868315;2.4079808;7.6064328;0;0.00249736;0.02024176;0;1189.79488;0;0.00026288;0;13.35522408;142.67812;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.001886;54.965;0.396;0.841;0;1.832;3.70E-05;5.787;1.20E-05;0.015393;1.034;47.736;0;0.002958;0.00016;54.425;4.00E-05;2.00E-06;0;0.00036;1232;6.00E-06;3.00E-06;3.94E-06;0.000210304;1.3590896;1619.3408;0.000473184;0.020232559;4.86E-05;2.63E-06;62.7441984;71.53622;0.003887995;1.58E-05;5.26E-05;7.89E-06;1.1054104;0;7.6064328;0;0.5205024;0;2.4079808;72.245996;0.002478958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L6C1;0;0.1414;0;0.0085;0;0.0051;0;7.8489;0;0.0083;0;0;639;[];3;0;2026-03-13T14:10:21.935129;297.25;0;0.0091;0;0;0;0;0;0;208.29;1.427096836;124.544;0;0;0;59.04;0;0;0;10.275;0.0254;0;0.1909;0.0051;0.7353;0.1701;0;1.5716;0.0011;6.8597;0.3852;0.9613;0.0036;110.5;0.3453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-7B2;64.375;0.1768;0.0416;0.0089;0.8179;0.006;595;3.1113;1.175;0.0053;0;0;640;[];3;0;2026-03-13T14:10:21.935129;54.334;0.9553;0.0078;0;0;0;0;0;0;149.64;0.363098102;-133.4284;0;0;0.1017;0;0;0;21.4088;10.044;0.0284;0;0.164;0.0054;0.0312;0.1855;0.0752;1.7559;0.0015;7.6707;0.373;0.9993;0.0005;80.6;0.3711;2026-02-03T10:05:45.924269;T2-7C2;0;0.0007;0.002671288;571.8907272;2.885;0.0021;25.51881524;21.84846539;0.0001;0.008013864;0.002671288;400025.3933;15894.16421;0;0.024041593;14975;1719.641716;0.0009;0.0014;31.3876352;0.013356441;0.018699017;77.06666175;0.0029;2.008808653;0.05;2026-02-15T15:31:44.868447;1.111255851;9.963904621;0.0001;0.833441888;0.077467355;0;2153.05821;0.037398033;0.05609705;0.0003;204.9064965;268.304177;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0016;0.04274061;0;0;0;0;0;0;0.0312;1.175;0.8179;2.885;0.0016;0.0416;0.0009;0.373;0;0.0029;0.0752;21.4088;14975;0.0005;0.0021;64.375;0.0014;0.0001;80.6;0.0007;595;0.0001;0.0003;0.008013864;0.05609705;2.008808653;15894.16421;0.018699017;0.077467355;0.024041593;0.002671288;571.8907272;1719.641716;0.013356441;0;0.037398033;0.002671288;77.06666175;0.04274061;9.963904621;2153.05821;21.84846539;400025.3933;1.111255851;31.3876352;0.833441888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-9B1;54.849;0.1485;0.0369;0.009;0.702;0.0057;542;9.1924;1.003;0.0055;0;0;641;[];3;0;2026-03-13T14:10:21.935129;63.07;0.994;0.01;0;0;0;0;0;0;149.44;0.422042291;-120.918;0;0;0.0955;0;0;0;19.3599;9.8855;0.0262;0;0.087;0.0052;0.0273;0.2175;0.0739;1.7502;0.0012;8.2727;0.309;0.9956;0.0013;73.9;0.3859;2026-02-03T10:05:45.924468;T2-9C1;0;0.0007;0.003302094;639.2821429;2.591;0.0016;32.82281675;23.18070157;0.0001;0.009906283;0;696708.8639;17897.35079;0;0.026416754;21099;1811.16567;0.0008;0.0014;33.12000524;0.042927225;0.02311466;85.55726178;0.0087;2.440247644;0.05;2026-02-15T15:31:44.868574;1.218472775;10.2034712;0;0.901471728;0.287282199;0;2440.247644;0.046229319;0.052833508;0.0003;273.1723503;326.4285262;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0007;0.02311466;0;0;0;0;0;0;0.0273;1.003;0.702;2.591;0.0007;0.0369;0.0008;0.309;0;0.0087;0.0739;19.3599;21099;0.0013;0.0016;54.849;0.0014;0;73.9;0.0007;542;0.0001;0.0003;0.009906283;0.052833508;2.440247644;17897.35079;0.02311466;0.287282199;0.026416754;0;639.2821429;1811.16567;0.042927225;0;0.046229319;0.003302094;85.55726178;0.02311466;10.2034712;2440.247644;23.18070157;696708.8639;1.218472775;33.12000524;0.901471728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-9B2;57.504;0.2616;0.04;0.0111;0.756;0.0057;585;0.9192;1.1;0.0093;0;0;642;[];3;0;2026-03-13T14:10:21.935129;64.778;0.9757;0.0114;0;0;0;0;0;0;149.53;0.433210727;-118.6528;0;0;0.1037;0;0;0;19.835;11.61;0.0312;0;0.1697;0.006;0.03;0.2579;0.0581;2.0207;0.0018;12.1367;0.338;1.1376;0.0003;84.8;0.455;2026-02-03T10:05:45.924476;T2-9C2;0;0.0007;0.003123337;619.5138042;4.056;0.0017;30.4743947;23.6124243;0.0001;0.00937001;0;741355.163;18271.5188;0;0.028110029;23736;1796.043448;0.0009;0.0014;34.35670203;0.00937001;0.021863356;126.6825304;0.0025;1.814658534;0.05;2026-02-15T15:31:44.868725;1.249334619;10.55687753;0;0.937000964;0.078083414;0;2648.589392;0.043726712;0.053096721;0.0003;379.0699868;362.6193732;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0006;0.018740019;0;0;0;0;0;0;0.03;1.1;0.756;4.056;0.0006;0.04;0.0009;0.338;0;0.0025;0.0581;19.835;23736;0.0003;0.0017;57.504;0.0014;0;84.8;0.0007;585;0.0001;0.0003;0.00937001;0.053096721;1.814658534;18271.5188;0.021863356;0.078083414;0.028110029;0;619.5138042;1796.043448;0.00937001;0;0.043726712;0.003123337;126.6825304;0.018740019;10.55687753;2648.589392;23.6124243;741355.163;1.249334619;34.35670203;0.937000964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L10P10F10A1;58.558;0.693;0.552;0.1101;0.0103;0.0145;3130;141.4214;10.25;0.1323;0;0;643;[];3;0;2026-03-13T14:10:21.935129;488.55;0.881;0.0128;0;0;0;0;0;0;425.73;1.147558312;87.948;0;0;0;0;0;0;8.843;125.35;0.2275;0;9.5459;0.0327;0.0025;1.2431;0.584;392.5893;0.0631;24.9033;4.18;8.3238;0.0007;2530.3333;0.3472;2026-02-03T10:05:45.924558;T2-L10P10F10C1;10;0.0001;0;37.6473039;0.229;0.0002;3.7506813;0.04385019;0;0;0;0;13325.349;0;0;0;249.2989734;0;0.0001;43.637325;0.00298011;0.00042573;0.9749217;0.0042;2.4862632;0.05;2026-02-15T15:31:44.868839;2.3500296;17.795514;0;0.01064325;0.01788066;0;10772.38796;0.00042573;0.00085146;0;106.0208191;533.652555;0;0;0;0;0;0;0;0;0;;0;0;Скопирован из T2-L10P10A1;0;0;0;0;0;0.002486;9.898;0.04;0.229;0;0.552;3.70E-05;4.18;4.00E-06;0.00424;0.584;8.843;0;0.00074;0.00016;58.558;8.00E-05;8.00E-06;0;0.0001;4673;6.00E-06;1.00E-05;4.26E-05;0.000681168;2.4862632;19894.3629;0.00042573;0.018050952;0.00015752;3.41E-05;37.6473039;249.2989734;0.003150402;1.70E-05;0.000340584;2.55E-05;0.9749217;0;17.795514;0;0.170292;0;2.3500296;42.1387554;0.010583648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;425.73;0
T2-L10P10F10A2;58.417;0.502;0.406;0.0791;0.0022;0.0032;2897;169.7056;7.1273;0.088;0;0;644;[];3;0;2026-03-13T14:10:21.935129;503.49;0.9294;0.0152;0;0;0;0;0;0;442.55;1.137701955;85.316;0;0;0;0;0;0;4.853;104.22;0.159;0;7.8913;0.0221;0.0014;0.7922;0.482;178.9721;0.056;15.0867;3.453;5.4;0.0004;2008;0.1735;2026-02-03T10:05:45.924566;T2-L10P10F10C2;10;0.0001;0;21.4769515;0.157;0.0002;4.1130597;0.0097361;0;0;0;0;12820.6735;0;0;0;258.5244335;0;0;31.54186615;0.0017702;0.00044255;0.6948035;0.0029;2.133091;0.05;2026-02-15T15:31:44.868941;1.796753;15.2812515;0;0.0061957;0.01283395;0;8886.404;0;0.0008851;0;66.76619085;461.22561;0;0;0;0;0;0;0;0;0;;0.002;0.008851;Скопирован из T2-L10P10A2;0;0;0;0;0;0.0014;6.926;0.022;0.157;0.002;0.406;1.90E-05;3.453;8.00E-06;0.002941;0.482;4.853;0;0.00041;0.00018;58.417;4.00E-05;6.00E-06;0;6.00E-05;3535;4.00E-06;7.00E-06;3.10E-05;0.00079659;2.133091;15644.1425;0.00026553;0.013015395;8.41E-05;2.66E-05;21.4769515;258.5244335;0.001814455;3.54E-05;0.00017702;1.77E-05;0.6948035;0.008851;15.2812515;0;0.097361;0;1.796753;30.651013;0.0061957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;442.55;0
T2-L10P10F10Z1;55.854;0.2404;0.076;0.0026;0.0136;0.0093;369.45;0.2121;1.453;0.0182;0;0;645;[];3;0;2026-03-13T14:10:21.935129;0;1.017;0.0137;0;0;0;0;0;0;100;0;-140;0;0;0;0;0;0;0.225;10.855;0.0143;0;0.0636;0.0014;0.0011;0.0606;0.076;2.4542;0.0022;0.7122;0.393;0.4772;0.0003;290.0333;0.0127;0;0;10;0;0;0.225;0.984;0.0001;1.017;0.0136;0;0;0;0;369.45;0;0;0;55.854;0;0;1.453;0.0003;0;0.984;0.0005;0.076;0.05;2026-02-15T15:31:44.869019;0.076;0.393;0;0.0011;0.0005;0;290.0333;0;0.0001;0;0.7122;10.855;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.001057;1.566;0.027;0.984;0;0.076;0;0.393;4.00E-06;0.000478;0.076;0.225;0;0.000255;0.00012;55.854;0;2.00E-06;0;0;386;0;1.00E-06;1.00E-06;0.00012;0.076;386;0;0.000478;0;2.00E-06;0.225;55.854;0.000255;4.00E-06;0;0;0.984;0;0.393;0;0.027;0;0.076;1.566;0.001057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L10P10F10Z2;53.617;0.2121;0.118;0.0059;0.0051;0.0072;653.6;0.2828;2.2913;0.0188;0;0;646;[];3;0;2026-03-13T14:10:21.935129;0;1.0147;0.0114;0;0;0;0;0;0;93;0;-130.2;0;0;0;0;0;0;0.376;19.555;0.0247;0;0.3182;0.0044;0.0009;0.1004;0.128;2.8937;0.0058;0.972;0.722;0.8266;0.0002;460.5333;0.0217;0;0;10;0;0;0.34968;0.238;0.0001;0.943671;0.004743;0;0;0;0;607.848;0;0;0;49.86381;0;0;2.130909;0.000186;0;0.22134;0.0009;0.11904;0.05;2026-02-15T15:31:44.869097;0.10974;0.67146;0;0.000837;0.000837;0;428.295969;0;9.30E-05;0;0.90396;18.18615;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.000886;2.582;0.018;0.238;0;0.118;0;0.722;1.00E-05;0.000881;0.128;0.376;0;0.00019;0.00014;53.617;0;4.00E-06;0;2.00E-05;706;2.00E-06;1.00E-06;9.30E-07;0.0001302;0.11904;656.58;1.86E-05;0.00081933;0;3.72E-06;0.34968;49.86381;0.0001767;9.30E-06;0;1.86E-06;0.22134;0;0.67146;0;0.01674;0;0.10974;2.40126;0.00082398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L10P10F10Z3;52.815;0.2192;0.1683;0.0161;0.0024;0.0034;1247;49.4975;3.0703;0.0275;0;0;647;[];3;0;2026-03-13T14:10:21.935129;0;0.9965;0.0124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0727;33.575;0.0436;0;0.4596;0.0074;1.079;0.2076;0.1887;2.2811;0.0079;4.3993;1.172;1.4651;0.0053;750.4667;0.0362;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L10P10F10Z4;51.135;0.3182;0.1406;0.0099;0.0048;0.0068;884.65;9.4045;2.4647;0.0212;0;0;648;[];3;0;2026-03-13T14:10:21.935129;0;0.9883;0.0117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5313;23.475;0.0328;0;0.4879;0.0059;0.8348;0.1469;0.1393;1.9672;0.0019;4.2833;0.8337;1.1331;0.0042;582.6;0.027;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L7P7F7B1;308.05;7.7075;0.0127;0.0008;0.0536;0.0062;166;0.7071;0.373;0.0071;0;0;649;[];3;0;2026-03-13T14:10:21.935129;180.2014202;0.9198;0.0164;0;0;0;0;0;0;412;0.437382088;-324.5180118;0;0;0.0982;0;0;0;7.6379;4.193;0.0081;0;0.0863;0.0004;0.0083;0.2105;0.0484;4.9;0.0006;9.3173;0.131;0.3107;0.0004;229.1;0.0898;2026-02-03T10:05:45.924311;T2-L7P7F7C1;0;0.0002;0;700.7945148;1.447;0.0005;84.39372009;4.917920632;0;0.009175225;0;2625674.155;15230.8736;0;0.01835045;28617;28264.28079;0.0002;0.0004;34.22358947;0.0367009;0.01835045;132.7655066;0.001;4.440808929;0.05;2026-02-15T15:31:44.869201;1.165253583;12.01954483;0;0.76154368;0.091752251;0;21020.44061;0.0367009;0.045876125;0.0001;854.8832444;384.7171867;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0007;0.064226575;0;141.3016 - 17.6552;0;0;0;0;0.0083;0.373;0.0536;1.447;0.0007;0.0127;0.0002;0.131;0;0.001;0.0484;7.6379;28617;0.0004;0.0005;308.05;0.0004;0;229.1;0.0002;166;0;0.0001;0.009175225;0.045876125;4.440808929;15230.8736;0.01835045;0.091752251;0.01835045;0;700.7945148;28264.28079;0.0367009;0;0.0367009;0;132.7655066;0.064226575;12.01954483;21020.44061;4.917920632;2625674.155;1.165253583;34.22358947;0.76154368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.2014555;True;0;0
T2-L7P7F7B2;334.417;5.5861;0.0171;0.0027;0.0991;0.0057;189;1.9799;0.507;0.0113;0;0;650;[];3;0;2026-03-13T14:10:21.935129;196.7107994;0.9409;0.01;0;0;0;0;0;0;414;0.475146858;-304.2048809;0;0;0.1345;0;0;0;8.2169;4.943;0.0089;0;0.1499;0.0006;0.0114;0.2386;0.067;4.3097;0.0007;11.1067;0.15;0.3386;0.0004;256;0.077;2026-02-03T10:05:45.924320;T2-L7P7F7C2;0;0.0002;0;600.874709;1.571;0.0007;68.80490376;7.246855099;0;0.007312669;0;2206232.274;13820.94464;0;0.014625338;30170;24454.8087;0.0002;0.0004;37.07523245;0.029250676;0.014625338;114.8820319;0.0011;4.899488311;0.05;2026-02-15T15:31:44.869280;1.25046642;10.96900368;0;0.83364428;0.08043936;0;18720.43295;0.029250676;0.051188684;0.0001;812.1962213;361.4652347;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0031;0.226692743;0;142.9541 - 13.9171;0;0;0;0;0.0114;0.507;0.0991;1.571;0.0031;0.0171;0.0002;0.15;0;0.0011;0.067;8.2169;30170;0.0004;0.0007;334.417;0.0004;0;256;0.0002;189;0;0.0001;0.007312669;0.051188684;4.899488311;13820.94464;0.014625338;0.08043936;0.014625338;0;600.874709;24454.8087;0.029250676;0;0.029250676;0;114.8820319;0.226692743;10.96900368;18720.43295;7.246855099;2206232.274;1.25046642;37.07523245;0.83364428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.7107817;True;0;0
T2-L9P9F9B1;318.667;1.2728;0.0095;0.0011;0.0361;0.0051;130;0.5657;0.234;0.0071;0;0;651;[];3;0;2026-03-13T14:10:21.935129;112.5473457;0.9741;0.0084;0;0;0;0;0;0;450;0.250105213;-472.4337161;0;0;0.0978;0;0;0;5.46;3.606;0.0053;0;0.0735;0.0003;0.0078;0.1829;0.0393;4.4636;0.0002;8.628;0.098;0.2329;0.0002;226.1;0.0156;2026-02-03T10:05:45.924484;T2-L9P9F9C1;0;0.0001;0;314.1659035;1.079;0.0003;56.04926862;2.077177494;0;0;0;1391363.684;7480.140561;0;0.005753954;24181;18335.95348;0.0001;0.0002;13.46425301;0.011507909;0.005753954;62.08516665;0.0007;2.261304031;0.05;2026-02-15T15:31:44.869356;0.546625656;5.638875192;0;0.448808434;0.04027768;0;13009.69062;0.011507909;0.017261863;0;496.4511751;207.4875912;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.001;0.057539543;0;186.8555 - 52.9367;0;0;0;0;0.0078;0.234;0.0361;1.079;0.001;0.0095;0.0001;0.098;0;0.0007;0.0393;5.46;24181;0.0002;0.0003;318.667;0.0002;0;226.1;0.0001;130;0;0;0;0.017261863;2.261304031;7480.140561;0.005753954;0.04027768;0.005753954;0;314.1659035;18335.95348;0.011507909;0;0.011507909;0;62.08516665;0.057539543;5.638875192;13009.69062;2.077177494;1391363.684;0.546625656;13.46425301;0.448808434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.9877;True;0;0
T2-L9P9F9B2;331.584;4.6669;0.012;0.0011;0.0532;0.0052;149;1.2728;0.317;0.007;0;0;652;[];3;0;2026-03-13T14:10:21.935129;232.3371588;0.9674;0.0085;0;0;0;0;0;0;390;0.595736305;-220.7279777;0;0;0.1002;0;0;0;5.9497;3.8375;0.006;0;0.0686;0.0001;0.0082;0.1767;0.0611;4.5081;0.0004;8.1623;0.12;0.2589;0.0002;239.8;0.0186;2026-02-03T10:05:45.924492;T2-L9P9F9C2;0;0.0001;0;689.7886195;1.147;0.0004;112.1571694;6.167832758;0;0;0;2852506.714;17274.56919;0;0.023187341;24604;38442.75671;0.0002;0.0003;36.75193579;0.023187341;0.011593671;132.9794017;0.0008;7.083732735;0.05;2026-02-15T15:31:44.869433;1.391240472;13.91240472;0;0.950680989;0.092749365;0;27801.62209;0.034781012;0.046374682;0;946.3101751;444.9071092;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0016;0.18549873;0;193.8385 - 37.0743;0;0;0;0;0.0082;0.317;0.0532;1.147;0.0016;0.012;0.0002;0.12;0;0.0008;0.0611;5.9497;24604;0.0002;0.0004;331.584;0.0003;0;239.8;0.0001;149;0;0;0;0.046374682;7.083732735;17274.56919;0.011593671;0.092749365;0.023187341;0;689.7886195;38442.75671;0.023187341;0;0.034781012;0;132.9794017;0.18549873;13.91240472;27801.62209;6.167832758;2852506.714;1.391240472;36.75193579;0.950680989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239.5611;True;0;0
T2-L9P9F9D1;289.171;6.4347;0.0252;0.0017;0.6976;0.0191;149;2.5456;1.109;0.0071;0;0;653;[];3;0;2026-03-13T14:10:21.935129;94.84265433;0.9653;0.0099;0;0;0;0;0;0;0;0;132.7797161;0;0;0.1114;0;0;0;7.9612;2.3255;0.0109;0;0.0092;0.0008;0.0105;0.2241;0.0709;7.1988;0.0006;10.1953;0.067;0.35;0.0007;252.4;0.1665;0;0;0;0.0003;0;338.896472;1.378;0.0013;41.09138879;29.69579698;0;0.008513703;0;511673.566;6342.70893;0;0.017027407;12020;12309.58043;0.0004;0.0007;47.20848459;0.029797961;0.012770555;58.65941547;0.0013;3.018107806;0.05;2026-02-15T15:31:44.869520;1.072726611;2.852090593;0;0.446969421;0.055339071;0;10744.29352;0.029797961;0.055339071;0.0002;433.9987943;98.99308467;0;0;0;0;0;0;0;0;0;;0.0014;0.059595923;0;0;0;0;0;0;0.0105;1.109;0.6976;1.378;0.0014;0.0252;0.0004;0.067;0;0.0013;0.0709;7.9612;12020;0.0007;0.0013;289.171;0.0007;0;252.4;0.0003;149;0;0.0002;0.008513703;0.055339071;3.018107806;6342.70893;0.012770555;0.055339071;0.017027407;0;338.896472;12309.58043;0.029797961;0;0.029797961;0;58.65941547;0.059595923;2.852090593;10744.29352;29.69579698;511673.566;1.072726611;47.20848459;0.446969421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.4023;True;0;0
T2-L9P9F9D2;289.225;5.5861;0.0299;0.0006;0.7904;0.0147;145;1.0607;1.301;0.0118;0;0;654;[];3;0;2026-03-13T14:10:21.935129;66.11754712;0.9878;0.0101;0;0;0;0;0;0;0;0;92.56456596;0;0;0.0972;0;0;0;8.233;2.0445;0.0089;0;0.0078;0.0006;0.0091;0.2194;0.0443;4.5797;0.0002;10.4367;0.067;0.2609;0.0007;251.4;0.0855;0;0;0;0.0003;0;280.0132538;1.272;0.0008;33.59614868;26.88236072;0;0.006802217;0;666447.1892;4931.607167;0;0.017005542;19595;9836.855743;0.0005;0.0008;44.24842016;0.023807759;0.010203325;43.26209873;0.0014;1.506691017;0.05;2026-02-15T15:31:44.869598;1.016931409;2.278742622;0;0.309500864;0.047615517;0;8550.386494;0.027208867;0.027208867;0.0002;354.9634794;69.53566105;0;0;0;0;0;0;0;0;0;;0.0008;0.027208867;0;0;0;0;0;0;0.0091;1.301;0.7904;1.272;0.0008;0.0299;0.0005;0.067;0;0.0014;0.0443;8.233;19595;0.0007;0.0008;289.225;0.0008;0;251.4;0.0003;145;0;0.0002;0.006802217;0.027208867;1.506691017;4931.607167;0.010203325;0.047615517;0.017005542;0;280.0132538;9836.855743;0.023807759;0;0.027208867;0;43.26209873;0.027208867;2.278742622;8550.386494;26.88236072;666447.1892;1.016931409;44.24842016;0.309500864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.8936;True;0;0
